"ASV_ID","Reference_ID","Percent_identity","Alignment_length","Mismatches","Gap_opens","Query_length","Reference_length","E_value","Bit_score","Query_coverage","Functional_category","High_confidence"
"ASV01470","Agalychniscallidryas-ns_8",99.213,254,1,1,253,1050,1.64e-126,446,100,"non-significant",TRUE
"ASV01482","Strabomantisbufoniformis-inhibitory_18",100,253,0,0,253,1285,9.05e-130,457,100,"inhibitory",TRUE
"ASV01486","Espadaranaprosoblepon-ns_22",97.233,253,7,0,253,1379,5.35e-120,425,100,"non-significant",TRUE
"ASV01509","Strabomantisbufoniformis-inhibitory_2",98.024,253,5,0,253,1234,1.03e-122,434,100,"inhibitory",TRUE
"ASV01510","Litoriaserrata-inhibitory_32",98.419,253,4,0,253,1372,2.43e-124,439,100,"inhibitory",TRUE
"ASV01527","Dendrobatesauratus-inhibitory_13",97.233,253,7,0,253,1248,5.35e-120,425,100,"inhibitory",TRUE
"ASV01530","Litoriarheocola-inhibitory_25",97.628,253,6,0,253,861,1.26e-121,430,100,"inhibitory",TRUE
"ASV01548","Agalychniscallidryas-ns_47",98.814,253,3,0,253,1246,1.99e-125,444,100,"non-significant",TRUE
"ASV01552","Ranamuscosa-inhibitory_83",100,253,0,0,253,1379,9.05e-130,457,100,"inhibitory",TRUE
"ASV01557","Agalychniscallidryas-ns_9",99.213,254,1,1,253,1421,1.64e-126,446,100,"non-significant",TRUE
"ASV01563","Ranamuscosa-inhibitory_1",97.233,253,7,0,253,1374,5.35e-120,425,100,"inhibitory",TRUE
"ASV01575","Craugastorcrassidigitus-inhibitory_105",98.814,253,3,0,253,879,1.99e-125,444,100,"inhibitory",TRUE
"ASV01583","Hemidactylumscutatum-ns_8",97.628,253,6,0,253,1296,1.26e-121,430,100,"non-significant",TRUE
"ASV01598","Smiliscasordida-inhibitory_34",99.194,248,2,0,253,1241,2.43e-124,439,98,"inhibitory",TRUE
"ASV01606","Allobatestalamancae-ns_3",98.814,253,3,0,253,1224,1.99e-125,444,100,"non-significant",TRUE
"ASV01608","Atelopuslimosus-inhibitory_34",98.419,253,4,0,253,1349,2.43e-124,439,100,"inhibitory",TRUE
"ASV01609","Hemidactylumscutatum-ns_8",98.024,253,5,0,253,1296,1.03e-122,434,100,"non-significant",TRUE
"ASV01636","Atelopuslimosus-ns_1",99.209,253,2,0,253,1348,4.69e-127,448,100,"non-significant",TRUE
"ASV01649","Dendrobatesauratus-inhibitory_22",99.209,253,2,0,253,1330,4.69e-127,448,100,"inhibitory",TRUE
"ASV01677","Atelopuselegans-ns_3",97.233,253,7,0,253,1054,5.35e-120,425,100,"non-significant",TRUE
"ASV01680","Atelopuslimosus-inhibitory_70",97.233,253,6,1,252,1405,6.49e-119,422,100,"inhibitory",TRUE
"ASV01691","Silverstoneiaflotator-ns_1",98.814,253,3,0,253,1273,1.99e-125,444,100,"non-significant",TRUE
"ASV01721","Colostethuspanamensis-ns_5",100,253,0,0,253,1286,9.05e-130,457,100,"non-significant",TRUE
"ASV01731","Agalychniscallidryas-ns_47",98.024,253,5,0,253,1246,1.03e-122,434,100,"non-significant",TRUE
"ASV01741","Hemidactylumscutatum-ns_3",97.233,253,7,0,253,1370,5.35e-120,425,100,"non-significant",TRUE
"ASV01780","Silverstoneiaflotator-inhibitory_5",98.814,253,3,0,253,1379,1.99e-125,444,100,"inhibitory",TRUE
"ASV01788","Litoriaserrata-inhibitory_32",98.419,253,4,0,253,1372,2.43e-124,439,100,"inhibitory",TRUE
"ASV01804","Colostethuspanamensis-inhibitory_8",99.209,253,2,0,253,1195,4.69e-127,448,100,"inhibitory",TRUE
"ASV01805","Hemidactylumscutatum-ns_7",98.024,253,5,0,253,1307,1.03e-122,434,100,"non-significant",TRUE
"ASV01815","Espadaranaprosoblepon-ns_30",98.024,253,5,0,253,1290,1.03e-122,434,100,"non-significant",TRUE
"ASV01828","Smiliscasordida-inhibitory_15",98.024,253,5,0,253,1277,1.03e-122,434,100,"inhibitory",TRUE
"ASV01843","Bufotyphonius-inhibitory_22",97.628,253,6,0,253,1214,1.26e-121,430,100,"inhibitory",TRUE
"ASV01846","Litorianannotis-ns_1",98.024,253,5,0,253,1333,1.03e-122,434,100,"non-significant",TRUE
"ASV01871","Craugastorcrassidigitus-inhibitory_173",98.814,253,3,0,253,1274,1.99e-125,444,100,"inhibitory",TRUE
"ASV01885","Agalychniscallidryas-ns_41",98.024,253,5,0,253,1357,1.03e-122,434,100,"non-significant",TRUE
"ASV01898","Silverstoneiaflotator-inhibitory_5",100,253,0,0,253,1379,9.05e-130,457,100,"inhibitory",TRUE
"ASV01904","Dendrobatesauratus-inhibitory_22",100,253,0,0,253,1330,9.05e-130,457,100,"inhibitory",TRUE
"ASV01918","Strabomantisbufoniformis-inhibitory_9",100,253,0,0,253,1298,9.05e-130,457,100,"inhibitory",TRUE
"ASV01924","Craugastorcrassidigitus-inhibitory_43",100,253,0,0,253,1390,9.05e-130,457,100,"inhibitory",TRUE
"ASV01934","Agalychniscallidryas-ns_9",98.425,254,3,1,253,1421,8.48e-124,437,100,"non-significant",TRUE
"ASV01935","Atelopuslimosus-ns_6",97.233,253,7,0,253,1343,5.35e-120,425,100,"non-significant",TRUE
"ASV01941","Strabomantisbufoniformis-ns_4",98.419,253,4,0,253,1261,2.43e-124,439,100,"non-significant",TRUE
"ASV01951","Dendrobatesauratus-inhibitory_13",100,253,0,0,253,1248,9.05e-130,457,100,"inhibitory",TRUE
"ASV01965","Bufotyphonius-inhibitory_12",100,253,0,0,253,1240,9.05e-130,457,100,"inhibitory",TRUE
"ASV01968","Agalychniscallidryas-ns_14",99.209,253,2,0,253,1421,4.69e-127,448,100,"non-significant",TRUE
"ASV01977","Strabomantisbufoniformis-inhibitory_1",99.209,253,2,0,253,1159,4.69e-127,448,100,"inhibitory",TRUE
"ASV01985","Hemidactylumscutatum-ns_3",97.233,253,7,0,253,1370,5.35e-120,425,100,"non-significant",TRUE
"ASV02012","Hemidactylumscutatum-inhibitory_12",98.024,253,5,0,253,848,1.03e-122,434,100,"inhibitory",TRUE
"ASV02022","Agalychniscallidryas-ns_25",98.031,254,4,1,253,1387,3.61e-122,433,100,"non-significant",TRUE
"ASV02023","Agalychniscallidryas-ns_9",98.425,254,3,1,253,1421,8.48e-124,437,100,"non-significant",TRUE
"ASV02029","Allobatestalamancae-ns_3",98.024,253,5,0,253,1224,1.03e-122,434,100,"non-significant",TRUE
"ASV02057","Allobatestalamancae-inhibitory_8",99.603,252,1,0,252,1206,1.34e-127,451,100,"inhibitory",TRUE
"ASV02071","Agalychniscallidryas-ns_25",97.244,254,6,1,253,1387,1.87e-119,424,100,"non-significant",TRUE
"ASV02076","Ranamuscosa-inhibitory_1",100,253,0,0,253,1374,9.05e-130,457,100,"inhibitory",TRUE
"ASV02077","Allobatestalamancae-ns_3",98.419,253,4,0,253,1224,2.43e-124,439,100,"non-significant",TRUE
"ASV02098","Silverstoneiaflotator-inhibitory_51",100,253,0,0,253,1244,9.05e-130,457,100,"inhibitory",TRUE
"ASV02105","Dendrobatesauratus-inhibitory_16",99.605,253,1,0,253,1276,3.85e-128,453,100,"inhibitory",TRUE
"ASV02107","Craugastorcrassidigitus-inhibitory_143",100,253,0,0,253,1262,9.05e-130,457,100,"inhibitory",TRUE
"ASV02136","Strabomantisbufoniformis-inhibitory_2",98.419,253,4,0,253,1234,2.43e-124,439,100,"inhibitory",TRUE
"ASV02147","Hemidactylumscutatum-ns_6",98.419,253,4,0,253,1287,2.43e-124,439,100,"non-significant",TRUE
"ASV02151","Dendrobatesauratus-inhibitory_21",100,253,0,0,253,1354,9.05e-130,457,100,"inhibitory",TRUE
"ASV02160","Silverstoneiaflotator-ns_1",98.024,253,5,0,253,1273,1.03e-122,434,100,"non-significant",TRUE
"ASV02164","Dendrobatesauratus-inhibitory_13",99.605,253,1,0,253,1248,3.85e-128,453,100,"inhibitory",TRUE
"ASV02167","Hemidactylumscutatum-inhibitory_12",99.605,253,1,0,253,848,3.85e-128,453,100,"inhibitory",TRUE
"ASV02168","Atelopuslimosus-inhibitory_18",97.628,253,6,0,253,1360,1.26e-121,430,100,"inhibitory",TRUE
"ASV02172","Hemidactylumscutatum-ns_6",100,253,0,0,253,1287,9.05e-130,457,100,"non-significant",TRUE
"ASV02181","Atelopuselegans-ns_14",100,253,0,0,253,1400,9.05e-130,457,100,"non-significant",TRUE
"ASV02190","Atelopuslimosus-inhibitory_54",99.605,253,1,0,253,1400,3.85e-128,453,100,"inhibitory",TRUE
"ASV02195","Atelopuslimosus-ns_6",98.024,253,5,0,253,1343,1.03e-122,434,100,"non-significant",TRUE
"ASV02202","Silverstoneiaflotator-ns_1",97.628,253,6,0,253,1273,1.26e-121,430,100,"non-significant",TRUE
"ASV02234","Smiliscasordida-inhibitory_11",98.419,253,4,0,253,1250,2.43e-124,439,100,"inhibitory",TRUE
"ASV02254","Hemidactylumscutatum-inhibitory_12",100,253,0,0,253,848,9.05e-130,457,100,"inhibitory",TRUE
"ASV02255","Silverstoneiaflotator-ns_1",99.209,253,2,0,253,1273,4.69e-127,448,100,"non-significant",TRUE
"ASV02270","Atelopuselegans-ns_3",98.024,253,5,0,253,1054,1.03e-122,434,100,"non-significant",TRUE
"ASV02275","Atelopuslimosus-ns_6",98.814,253,3,0,253,1343,1.99e-125,444,100,"non-significant",TRUE
"ASV02276","Agalychniscallidryas-ns_41",99.209,253,2,0,253,1357,4.69e-127,448,100,"non-significant",TRUE
"ASV02292","Silverstoneiaflotator-ns_1",97.233,253,7,0,253,1273,5.35e-120,425,100,"non-significant",TRUE
"ASV02303","Litorianannotis-ns_1",97.233,253,7,0,253,1333,5.35e-120,425,100,"non-significant",TRUE
"ASV02304","Dendrobatesauratus-ns_2",98.024,253,5,0,253,1180,1.03e-122,434,100,"non-significant",TRUE
"ASV02333","Hemidactylumscutatum-ns_3",98.024,253,5,0,253,1370,1.03e-122,434,100,"non-significant",TRUE
"ASV02352","Litoriarheocola-inhibitory_25",99.209,253,2,0,253,861,4.69e-127,448,100,"inhibitory",TRUE
"ASV02375","Silverstoneiaflotator-inhibitory_41",100,253,0,0,253,1244,9.05e-130,457,100,"inhibitory",TRUE
"ASV02384","Atelopuslimosus-ns_1",97.233,253,7,0,253,1348,5.35e-120,425,100,"non-significant",TRUE
"ASV02385","Strabomantisbufoniformis-inhibitory_2",99.605,253,1,0,253,1234,3.85e-128,453,100,"inhibitory",TRUE
"ASV02386","Agalychniscallidryas-ns_8",99.213,254,1,1,253,1050,1.64e-126,446,100,"non-significant",TRUE
"ASV02395","Atelopuslimosus-ns_7",98.814,253,3,0,253,1351,1.99e-125,444,100,"non-significant",TRUE
"ASV02430","Plethodoncinereus-inhibitory_10",97.233,253,7,0,253,1350,5.35e-120,425,100,"inhibitory",TRUE
"ASV02448","Litoriarheocola-inhibitory_25",97.233,253,7,0,253,861,5.35e-120,425,100,"inhibitory",TRUE
"ASV02453","Craugastorcrassidigitus-inhibitory_182",100,253,0,0,253,1195,9.05e-130,457,100,"inhibitory",TRUE
"ASV02462","Agalychniscallidryas-ns_47",97.628,253,6,0,253,1246,1.26e-121,430,100,"non-significant",TRUE
"ASV02484","Silverstoneiaflotator-ns_4",99.605,253,0,1,253,444,4.69e-127,449,100,"non-significant",TRUE
"ASV02496","Hemidactylumscutatum-inhibitory_1",97.233,253,7,0,253,1369,5.35e-120,425,100,"inhibitory",TRUE
"ASV02498","Bufotyphonius-inhibitory_9",99.605,253,1,0,253,1248,3.85e-128,453,100,"inhibitory",TRUE
"ASV02500","Ranamuscosa-inhibitory_70",100,253,0,0,253,1390,9.05e-130,457,100,"inhibitory",TRUE
"ASV02525","Atelopuslimosus-ns_8",99.209,253,2,0,253,656,4.69e-127,448,100,"non-significant",TRUE
"ASV02538","Atelopuselegans-ns_3",97.233,253,7,0,253,1054,5.35e-120,425,100,"non-significant",TRUE
"ASV02555","Silverstoneiaflotator-inhibitory_4",97.233,253,7,0,253,1373,5.35e-120,425,100,"inhibitory",TRUE
"ASV02559","Smiliscasordida-inhibitory_15",97.233,253,7,0,253,1277,5.35e-120,425,100,"inhibitory",TRUE
"ASV02564","Smiliscasordida-inhibitory_15",97.628,253,6,0,253,1277,1.26e-121,430,100,"inhibitory",TRUE
"ASV02575","Silverstoneiaflotator-ns_1",98.419,253,4,0,253,1273,2.43e-124,439,100,"non-significant",TRUE
"ASV02580","Hemidactylumscutatum-ns_7",97.628,253,6,0,253,1307,1.26e-121,430,100,"non-significant",TRUE
"ASV02590","Atelopuslimosus-inhibitory_65",98.419,253,4,0,253,1401,2.43e-124,439,100,"inhibitory",TRUE
"ASV02599","Craugastorcrassidigitus-inhibitory_153",97.233,253,7,0,253,1282,5.35e-120,425,100,"inhibitory",TRUE
"ASV02617","Plethodoncinereus-inhibitory_10",99.605,253,1,0,253,1350,3.85e-128,453,100,"inhibitory",TRUE
"ASV02619","Atelopusaff.limosus-inhibitory_11",99.605,253,1,0,253,1384,3.85e-128,453,100,"inhibitory",TRUE
"ASV02635","Atelopuslimosus-inhibitory_54",99.605,253,1,0,253,1400,3.85e-128,453,100,"inhibitory",TRUE
"ASV02652","Atelopuslimosus-enhancing_10",97.628,253,6,0,253,1372,1.26e-121,430,100,"enhancing",TRUE
"ASV02656","Agalychniscallidryas-ns_9",99.606,254,0,1,253,1421,1.34e-127,451,100,"non-significant",TRUE
"ASV02657","Dendrobatesauratus-inhibitory_13",98.419,253,4,0,253,1248,2.43e-124,439,100,"inhibitory",TRUE
"ASV02659","Bufotyphonius-inhibitory_18",99.605,253,1,0,253,1245,3.85e-128,453,100,"inhibitory",TRUE
"ASV02661","Hemidactylumscutatum-inhibitory_15",100,253,0,0,253,1345,9.05e-130,457,100,"inhibitory",TRUE
"ASV02664","Bufotyphonius-inhibitory_22",98.024,253,5,0,253,1214,1.03e-122,434,100,"inhibitory",TRUE
"ASV02668","Atelopuselegans-ns_3",99.209,253,2,0,253,1054,4.69e-127,448,100,"non-significant",TRUE
"ASV02678","Allobatestalamancae-ns_3",97.233,253,7,0,253,1224,5.35e-120,425,100,"non-significant",TRUE
"ASV02689","Leiopelmaarcheyi-ns_20",99.209,253,2,0,253,1356,4.69e-127,448,100,"non-significant",TRUE
"ASV02693","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV02702","Espadaranaprosoblepon-ns_30",97.233,253,7,0,253,1290,5.35e-120,425,100,"non-significant",TRUE
"ASV02704","Silverstoneiaflotator-inhibitory_22",97.233,253,7,0,253,1211,5.35e-120,425,100,"inhibitory",TRUE
"ASV02713","Allobatestalamancae-ns_3",98.814,253,3,0,253,1224,1.99e-125,444,100,"non-significant",TRUE
"ASV02716","Atelopuslimosus-inhibitory_18",98.024,253,5,0,253,1360,1.03e-122,434,100,"inhibitory",TRUE
"ASV02720","Silverstoneiaflotator-ns_1",99.209,253,2,0,253,1273,4.69e-127,448,100,"non-significant",TRUE
"ASV02730","Bufotyphonius-inhibitory_22",98.024,253,5,0,253,1214,1.03e-122,434,100,"inhibitory",TRUE
"ASV02740","Litoriaserrata-inhibitory_32",97.628,253,6,0,253,1372,1.26e-121,430,100,"inhibitory",TRUE
"ASV02785","Atelopuslimosus-ns_5",98.419,253,4,0,253,1378,2.43e-124,439,100,"non-significant",TRUE
"ASV02795","Hemidactylumscutatum-ns_7",98.024,253,5,0,253,1307,1.03e-122,434,100,"non-significant",TRUE
"ASV02826","Atelopuslimosus-inhibitory_34",98.814,253,3,0,253,1349,1.99e-125,444,100,"inhibitory",TRUE
"ASV02833","Ranamuscosa-inhibitory_95",100,253,0,0,253,1379,9.05e-130,457,100,"inhibitory",TRUE
"ASV02854","Litorianannotis-ns_1",97.233,253,7,0,253,1333,5.35e-120,425,100,"non-significant",TRUE
"ASV02867","Dendrobatesauratus-inhibitory_13",99.209,253,2,0,253,1248,4.69e-127,448,100,"inhibitory",TRUE
"ASV02868","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV02887","Silverstoneiaflotator-inhibitory_28",98.419,253,4,0,253,1287,2.43e-124,439,100,"inhibitory",TRUE
"ASV02906","Agalychniscallidryas-ns_41",98.024,253,5,0,253,1357,1.03e-122,434,100,"non-significant",TRUE
"ASV02923","Craugastorcrassidigitus-inhibitory_165",100,253,0,0,253,1231,9.05e-130,457,100,"inhibitory",TRUE
"ASV02924","Agalychniscallidryas-ns_25",99.606,254,0,1,253,1387,1.34e-127,451,100,"non-significant",TRUE
"ASV02933","Litoriaserrata-inhibitory_7",97.233,253,6,1,253,1406,6.52e-119,422,100,"inhibitory",TRUE
"ASV02938","Atelopuslimosus-enhancing_2",98.425,254,3,1,253,1377,8.48e-124,437,100,"enhancing",TRUE
"ASV02940","Hemidactylumscutatum-ns_2",97.628,253,6,0,253,1375,1.26e-121,430,100,"non-significant",TRUE
"ASV02947","Agalychniscallidryas-ns_47",98.024,253,5,0,253,1246,1.03e-122,434,100,"non-significant",TRUE
"ASV02978","Litoriarheocola-inhibitory_25",98.419,253,4,0,253,861,2.43e-124,439,100,"inhibitory",TRUE
"ASV03009","Plethodoncinereus-ns_8",97.628,253,6,0,253,1374,1.26e-121,430,100,"non-significant",TRUE
"ASV03011","Smiliscasordida-inhibitory_11",97.628,253,6,0,253,1250,1.26e-121,430,100,"inhibitory",TRUE
"ASV03016","Silverstoneiaflotator-ns_1",98.024,253,5,0,253,1273,1.03e-122,434,100,"non-significant",TRUE
"ASV03030","Strabomantisbufoniformis-inhibitory_9",99.209,253,2,0,253,1298,4.69e-127,448,100,"inhibitory",TRUE
"ASV03034","Dendrobatesauratus-inhibitory_13",97.628,253,6,0,253,1248,1.26e-121,430,100,"inhibitory",TRUE
"ASV03049","Hemidactylumscutatum-ns_3",98.814,253,3,0,253,1370,1.99e-125,444,100,"non-significant",TRUE
"ASV03074","Hemidactylumscutatum-ns_8",98.419,253,4,0,253,1296,2.43e-124,439,100,"non-significant",TRUE
"ASV03090","Colostethuspanamensis-ns_6",99.605,253,1,0,253,1246,3.85e-128,453,100,"non-significant",TRUE
"ASV03093","Atelopuslimosus-ns_1",99.605,253,1,0,253,1348,3.85e-128,453,100,"non-significant",TRUE
"ASV03103","Atelopuselegans-ns_3",98.419,253,4,0,253,1054,2.43e-124,439,100,"non-significant",TRUE
"ASV03124","Silverstoneiaflotator-inhibitory_29",99.209,253,2,0,253,1255,4.69e-127,448,100,"inhibitory",TRUE
"ASV03139","Litoriarheocola-inhibitory_25",99.605,253,1,0,253,861,3.85e-128,453,100,"inhibitory",TRUE
"ASV03151","Hemidactylumscutatum-ns_8",100,253,0,0,253,1296,9.05e-130,457,100,"non-significant",TRUE
"ASV03153","Colostethuspanamensis-inhibitory_8",99.209,253,2,0,253,1195,4.69e-127,448,100,"inhibitory",TRUE
"ASV03155","Hemidactylumscutatum-inhibitory_18",100,253,0,0,253,1399,9.05e-130,457,100,"inhibitory",TRUE
"ASV03162","Hemidactylumscutatum-ns_3",97.233,253,7,0,253,1370,5.35e-120,425,100,"non-significant",TRUE
"ASV03165","Hemidactylumscutatum-ns_8",98.419,253,4,0,253,1296,2.43e-124,439,100,"non-significant",TRUE
"ASV03196","Atelopuslimosus-inhibitory_65",97.628,253,6,0,253,1401,1.26e-121,430,100,"inhibitory",TRUE
"ASV03211","Silverstoneiaflotator-inhibitory_22",97.628,253,6,0,253,1211,1.26e-121,430,100,"inhibitory",TRUE
"ASV03212","Silverstoneiaflotator-ns_1",97.628,253,6,0,253,1273,1.26e-121,430,100,"non-significant",TRUE
"ASV03214","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV03231","Hemidactylumscutatum-ns_3",98.814,253,3,0,253,1370,1.99e-125,444,100,"non-significant",TRUE
"ASV03242","Dendrobatesauratus-inhibitory_13",97.628,253,6,0,253,1248,1.26e-121,430,100,"inhibitory",TRUE
"ASV03245","Agalychniscallidryas-ns_33",97.628,253,6,0,253,1391,1.26e-121,430,100,"non-significant",TRUE
"ASV03253","Atelopuslimosus-enhancing_2",98.819,254,2,1,253,1377,6.96e-125,442,100,"enhancing",TRUE
"ASV03255","Espadaranaprosoblepon-ns_30",99.209,253,2,0,253,1290,4.69e-127,448,100,"non-significant",TRUE
"ASV03265","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV03274","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV03287","Agalychniscallidryas-ns_9",99.213,254,1,1,253,1421,1.64e-126,446,100,"non-significant",TRUE
"ASV03306","Plethodoncinereus-inhibitory_3",98.814,253,3,0,253,1375,1.99e-125,444,100,"inhibitory",TRUE
"ASV03307","Atelopuslimosus-ns_6",98.024,253,5,0,253,1343,1.03e-122,434,100,"non-significant",TRUE
"ASV03308","Silverstoneiaflotator-inhibitory_39",99.209,253,2,0,253,1269,4.69e-127,448,100,"inhibitory",TRUE
"ASV03314","Atelopuslimosus-ns_6",98.024,253,5,0,253,1343,1.03e-122,434,100,"non-significant",TRUE
"ASV03330","Atelopuslimosus-ns_8",98.419,253,4,0,253,656,2.43e-124,439,100,"non-significant",TRUE
"ASV03347","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV03367","Hemidactylumscutatum-inhibitory_12",99.209,253,2,0,253,848,4.69e-127,448,100,"inhibitory",TRUE
"ASV03369","Strabomantisbufoniformis-ns_4",100,253,0,0,253,1261,9.05e-130,457,100,"non-significant",TRUE
"ASV03387","Atelopuslimosus-inhibitory_34",98.814,253,3,0,253,1349,1.99e-125,444,100,"inhibitory",TRUE
"ASV03399","Hyalinobatrachiumcolymbiphyllum-ns_1",98.814,253,3,0,253,1373,1.99e-125,444,100,"non-significant",TRUE
"ASV03401","Strabomantisbufoniformis-inhibitory_2",98.419,253,4,0,253,1234,2.43e-124,439,100,"inhibitory",TRUE
"ASV03411","Atelopuselegans-ns_3",97.233,253,7,0,253,1054,5.35e-120,425,100,"non-significant",TRUE
"ASV03437","Agalychniscallidryas-ns_47",98.024,253,5,0,253,1246,1.03e-122,434,100,"non-significant",TRUE
"ASV03438","Bufotyphonius-inhibitory_22",98.024,253,5,0,253,1214,1.03e-122,434,100,"inhibitory",TRUE
"ASV03444","Silverstoneiaflotator-inhibitory_41",98.024,253,5,0,253,1244,1.03e-122,434,100,"inhibitory",TRUE
"ASV03462","Hemidactylumscutatum-ns_8",98.024,253,5,0,253,1296,1.03e-122,434,100,"non-significant",TRUE
"ASV03467","Atelopuslimosus-inhibitory_27",99.605,253,1,0,253,1389,3.85e-128,453,100,"inhibitory",TRUE
"ASV03527","Smiliscasila-inhibitory_3",98.419,253,4,0,253,1362,2.43e-124,439,100,"inhibitory",TRUE
"ASV03530","Atelopuslimosus-ns_5",97.628,253,6,0,253,1378,1.26e-121,430,100,"non-significant",TRUE
"ASV03572","Hemidactylumscutatum-ns_3",98.024,253,5,0,253,1370,1.03e-122,434,100,"non-significant",TRUE
"ASV03575","Plethodoncinereus-ns_13",99.209,253,2,0,253,1366,4.69e-127,448,100,"non-significant",TRUE
"ASV03609","Hemidactylumscutatum-ns_8",98.024,253,5,0,253,1296,1.03e-122,434,100,"non-significant",TRUE
"ASV03616","Atelopuselegans-ns_3",97.233,253,7,0,253,1054,5.35e-120,425,100,"non-significant",TRUE
"ASV03627","Allobatestalamancae-ns_3",97.233,253,7,0,253,1224,5.35e-120,425,100,"non-significant",TRUE
"ASV03629","Craugastorcrassidigitus-ns_6",99.213,254,1,1,253,1315,1.64e-126,446,100,"non-significant",TRUE
"ASV03630","Bufotyphonius-inhibitory_17",99.605,253,1,0,253,1197,3.85e-128,453,100,"inhibitory",TRUE
"ASV03644","Hyalinobatrachiumcolymbiphyllum-ns_1",99.209,253,2,0,253,1373,4.69e-127,448,100,"non-significant",TRUE
"ASV03646","Hemidactylumscutatum-ns_6",97.233,253,7,0,253,1287,5.35e-120,425,100,"non-significant",TRUE
"ASV03650","Dendrobatesauratus-inhibitory_13",97.233,253,7,0,253,1248,5.35e-120,425,100,"inhibitory",TRUE
"ASV03680","Plethodoncinereus-inhibitory_10",98.814,253,3,0,253,1350,1.99e-125,444,100,"inhibitory",TRUE
"ASV03687","Silverstoneiaflotator-inhibitory_23",98.814,253,3,0,253,1185,1.99e-125,444,100,"inhibitory",TRUE
"ASV03695","Allobatestalamancae-ns_3",97.628,253,6,0,253,1224,1.26e-121,430,100,"non-significant",TRUE
"ASV03711","Atelopuslimosus-ns_1",98.419,253,4,0,253,1348,2.43e-124,439,100,"non-significant",TRUE
"ASV03718","Silverstoneiaflotator-inhibitory_5",99.209,253,2,0,253,1379,4.69e-127,448,100,"inhibitory",TRUE
"ASV03730","Silverstoneiaflotator-ns_1",98.419,253,4,0,253,1273,2.43e-124,439,100,"non-significant",TRUE
"ASV03746","Hemidactylumscutatum-ns_3",97.233,253,7,0,253,1370,5.35e-120,425,100,"non-significant",TRUE
"ASV03750","Smiliscasordida-inhibitory_15",97.233,253,7,0,253,1277,5.35e-120,425,100,"inhibitory",TRUE
"ASV03753","Hemidactylumscutatum-ns_3",98.814,253,3,0,253,1370,1.99e-125,444,100,"non-significant",TRUE
"ASV03756","Smiliscasordida-inhibitory_15",98.419,253,4,0,253,1277,2.43e-124,439,100,"inhibitory",TRUE
"ASV03810","Craugastorcrassidigitus-ns_19",98.419,253,4,0,253,1249,2.43e-124,439,100,"non-significant",TRUE
"ASV03816","Plethodoncinereus-inhibitory_10",98.024,253,5,0,253,1350,1.03e-122,434,100,"inhibitory",TRUE
"ASV03837","Smiliscasordida-inhibitory_15",97.628,253,6,0,253,1277,1.26e-121,430,100,"inhibitory",TRUE
"ASV03843","Atelopuselegans-ns_3",97.628,253,6,0,253,1054,1.26e-121,430,100,"non-significant",TRUE
"ASV03866","Espadaranaprosoblepon-ns_22",97.233,253,7,0,253,1379,5.35e-120,425,100,"non-significant",TRUE
"ASV03894","Agalychniscallidryas-ns_8",98.819,254,2,1,253,1050,6.96e-125,442,100,"non-significant",TRUE
"ASV03915","Smiliscasordida-inhibitory_15",99.209,253,2,0,253,1277,4.69e-127,448,100,"inhibitory",TRUE
"ASV03917","Agalychniscallidryas-ns_41",98.024,253,5,0,253,1357,1.03e-122,434,100,"non-significant",TRUE
"ASV03922","Colostethuspanamensis-inhibitory_8",99.209,253,2,0,253,1195,4.69e-127,448,100,"inhibitory",TRUE
"ASV03940","Craugastorcrassidigitus-inhibitory_142",98.79,248,3,0,253,1324,1.03e-122,434,98,"inhibitory",TRUE
"ASV03962","Atelopuselegans-ns_3",98.024,253,5,0,253,1054,1.03e-122,434,100,"non-significant",TRUE
"ASV03987","Atelopuslimosus-enhancing_3",99.605,253,1,0,253,1400,3.85e-128,453,100,"enhancing",TRUE
"ASV04020","Bufotyphonius-inhibitory_22",99.605,253,1,0,253,1214,3.85e-128,453,100,"inhibitory",TRUE
"ASV04061","Espadaranaprosoblepon-ns_30",98.024,253,5,0,253,1290,1.03e-122,434,100,"non-significant",TRUE
"ASV04065","Craugastorcrassidigitus-inhibitory_125",97.628,253,6,0,253,1267,1.26e-121,430,100,"inhibitory",TRUE
"ASV04084","Atelopuslimosus-enhancing_2",98.031,254,4,1,253,1377,3.61e-122,433,100,"enhancing",TRUE
"ASV04105","Litoriarheocola-inhibitory_25",98.024,253,5,0,253,861,1.03e-122,434,100,"inhibitory",TRUE
"ASV04108","Atelopuslimosus-inhibitory_65",97.233,253,7,0,253,1401,5.35e-120,425,100,"inhibitory",TRUE
"ASV04116","Smiliscasila-inhibitory_3",98.024,253,5,0,253,1362,1.03e-122,434,100,"inhibitory",TRUE
